age,priors_count,sex,race,true_class,predicted_class,errors
31,0,Male,Caucasian,0,0,0
30,2,Male,Hispanic,0,1,1
63,0,Male,Caucasian,1,0,1
74,2,Male,Caucasian,0,0,0
31,1,Male,African-American,0,0,0
23,0,Male,Hispanic,1,0,1
24,12,Male,African-American,0,1,1
37,4,Male,African-American,0,0,0
60,1,Male,African-American,0,0,0
21,2,Male,African-American,1,0,1
29,0,Male,Caucasian,0,0,0
21,0,Female,African-American,0,0,0
56,5,Male,Caucasian,0,1,1
46,0,Male,Caucasian,0,0,0
49,0,Male,African-American,0,0,0
54,1,Male,Other,0,0,0
39,2,Female,Caucasian,1,1,0
31,2,Female,Caucasian,1,1,0
22,0,Male,African-American,0,1,1
27,2,Male,African-American,0,0,0
37,0,Female,Caucasian,0,0,0
22,2,Male,Caucasian,1,1,0
26,2,Male,African-American,1,0,1
19,2,Female,Caucasian,1,1,0
52,7,Male,Caucasian,0,0,0
27,6,Male,African-American,0,1,1
30,1,Male,Caucasian,1,0,1
37,6,Male,African-American,0,1,1
52,0,Male,Other,1,1,0
25,1,Male,African-American,1,0,1
20,1,Male,African-American,1,0,1
45,0,Male,African-American,1,1,0
46,9,Male,African-American,1,1,0
43,23,Male,African-American,0,0,0
29,5,Male,African-American,0,1,1
52,0,Male,Asian,0,0,0
46,4,Female,African-American,0,0,0
45,0,Male,Caucasian,0,0,0
23,1,Male,African-American,0,1,1
34,5,Female,African-American,1,0,1
64,0,Male,Caucasian,0,0,0
30,7,Male,African-American,1,1,0
27,7,Male,African-American,1,1,0
37,1,Male,Caucasian,1,0,1
37,2,Male,Hispanic,1,1,0
32,19,Male,African-American,1,1,0
50,4,Male,African-American,1,0,1
59,0,Male,Caucasian,0,0,0
27,6,Male,African-American,1,1,0
21,0,Male,African-American,1,0,1
54,0,Female,Hispanic,0,1,1
30,2,Male,Caucasian,1,0,1
30,2,Male,African-American,1,1,0
66,8,Male,African-American,1,0,1
23,2,Male,African-American,1,1,0
24,3,Male,African-American,1,1,0
29,0,Male,Caucasian,0,0,0
29,2,Male,African-American,0,0,0
59,0,Female,Caucasian,0,0,0
26,0,Female,African-American,0,0,0
60,9,Male,African-American,0,1,1
56,2,Female,Hispanic,1,0,1
30,11,Male,African-American,0,1,1
28,0,Female,African-American,1,0,1
27,1,Male,Other,0,1,1
34,4,Male,Caucasian,1,0,1
40,1,Male,African-American,1,0,1
24,0,Male,Asian,0,0,0
48,4,Male,African-American,0,0,0
32,6,Male,Caucasian,0,1,1
28,2,Male,Hispanic,1,1,0
43,0,Male,Hispanic,0,0,0
36,4,Male,African-American,0,0,0
24,0,Male,African-American,1,0,1
33,3,Male,Caucasian,0,0,0
24,2,Male,Caucasian,1,0,1
39,3,Male,Caucasian,1,0,1
23,2,Male,African-American,1,1,0
49,4,Female,Caucasian,0,0,0
24,0,Male,Caucasian,0,0,0
50,0,Male,Caucasian,0,0,0
38,5,Male,African-American,0,0,0
38,5,Male,Caucasian,1,0,1
38,0,Male,Hispanic,0,0,0
40,4,Male,Caucasian,1,0,1
21,2,Male,African-American,1,0,1
25,0,Male,African-American,0,0,0
23,3,Male,African-American,0,1,1
27,1,Male,African-American,1,0,1
52,2,Male,Caucasian,1,0,1
24,0,Male,African-American,1,0,1
57,0,Male,Caucasian,0,0,0
24,2,Male,Other,1,0,1
26,0,Male,Caucasian,0,0,0
57,10,Male,Other,1,1,0
30,11,Male,Caucasian,1,1,0
29,0,Male,African-American,0,1,1
29,7,Male,African-American,1,0,1
24,1,Male,African-American,1,0,1
25,2,Female,African-American,1,0,1
40,0,Male,African-American,0,0,0
44,0,Male,Caucasian,1,0,1
34,6,Male,African-American,1,1,0
34,2,Male,African-American,0,0,0
57,2,Male,African-American,0,1,1
23,3,Female,African-American,0,1,1
26,1,Male,African-American,1,1,0
36,8,Male,Caucasian,1,0,1
59,0,Female,Caucasian,0,0,0
52,0,Female,Other,1,0,1
33,14,Male,African-American,0,1,1
47,0,Male,African-American,0,0,0
27,5,Male,African-American,1,0,1
22,1,Male,African-American,1,0,1
32,2,Male,African-American,1,0,1
29,0,Male,Other,0,0,0
24,0,Male,Caucasian,0,0,0
30,6,Male,African-American,1,1,0
40,1,Male,Caucasian,0,0,0
28,0,Female,African-American,0,1,1
45,0,Male,African-American,0,0,0
27,2,Male,African-American,1,1,0
26,2,Male,Caucasian,0,1,1
52,6,Male,Caucasian,1,0,1
33,2,Female,African-American,0,0,0
26,6,Male,African-American,1,1,0
26,1,Female,Caucasian,0,1,1
55,2,Female,Caucasian,0,0,0
28,16,Male,Hispanic,1,1,0
24,4,Male,African-American,1,1,0
56,17,Male,Caucasian,1,1,0
31,0,Male,Hispanic,0,0,0
37,0,Male,Hispanic,0,1,1
25,0,Male,African-American,0,1,1
35,2,Male,African-American,0,0,0
32,4,Female,Caucasian,0,1,1
26,0,Male,African-American,0,1,1
58,2,Male,Caucasian,0,0,0
27,0,Female,African-American,1,0,1
36,19,Male,African-American,1,1,0
30,15,Female,African-American,1,1,0
24,1,Male,African-American,0,0,0
24,1,Male,African-American,1,0,1
32,0,Female,Hispanic,0,0,0
54,11,Male,African-American,0,1,1
20,4,Male,African-American,1,1,0
28,2,Male,Hispanic,1,0,1
43,5,Male,African-American,0,1,1
20,0,Male,Caucasian,1,1,0
32,8,Male,African-American,1,0,1
39,9,Male,Caucasian,1,1,0
30,4,Male,African-American,1,1,0
34,0,Male,Other,1,0,1
26,2,Female,African-American,1,1,0
28,8,Male,African-American,0,1,1
25,0,Female,African-American,0,0,0
38,0,Male,African-American,0,0,0
46,2,Male,African-American,1,0,1
36,2,Male,African-American,0,0,0
26,3,Male,African-American,0,1,1
47,13,Male,African-American,1,0,1
30,13,Male,Other,1,1,0
21,2,Female,African-American,0,0,0
29,1,Female,African-American,0,0,0
24,0,Male,Caucasian,0,0,0
31,19,Male,African-American,1,1,0
26,4,Male,Caucasian,1,1,0
29,0,Female,Caucasian,0,0,0
57,19,Male,African-American,0,1,1
36,12,Male,Caucasian,0,1,1
21,1,Male,African-American,0,1,1
28,0,Female,Caucasian,0,0,0
46,3,Male,African-American,1,0,1
51,0,Female,Caucasian,1,0,1
41,0,Male,Caucasian,0,0,0
68,7,Male,Caucasian,1,1,0
39,2,Male,Caucasian,0,1,1
20,0,Male,Caucasian,1,0,1
25,5,Male,Caucasian,0,1,1
29,4,Male,African-American,1,1,0
53,1,Male,Caucasian,0,1,1
27,6,Male,African-American,1,1,0
47,4,Male,African-American,1,0,1
69,5,Female,Caucasian,0,1,1
22,0,Male,African-American,1,0,1
44,0,Male,African-American,0,0,0
52,8,Female,African-American,0,1,1
32,0,Female,African-American,0,0,0
21,1,Male,African-American,1,1,0
25,2,Male,African-American,0,0,0
32,9,Male,African-American,1,1,0
26,0,Male,African-American,1,0,1
32,5,Male,Caucasian,1,1,0
31,10,Male,Caucasian,0,1,1
44,0,Male,Hispanic,1,0,1
37,4,Male,Caucasian,1,0,1
21,0,Female,African-American,0,1,1
51,8,Male,Caucasian,1,0,1
22,1,Female,Caucasian,0,0,0
50,7,Female,Caucasian,1,0,1
37,0,Male,African-American,0,0,0
64,20,Male,African-American,0,1,1
20,1,Male,Caucasian,1,1,0
27,4,Male,African-American,1,0,1
35,2,Female,African-American,0,0,0
27,0,Male,Caucasian,1,1,0
33,16,Male,African-American,1,1,0
54,2,Male,African-American,0,0,0
22,0,Male,Caucasian,1,0,1
53,1,Male,Caucasian,0,1,1
57,1,Male,African-American,1,0,1
49,0,Male,African-American,0,0,0
34,0,Male,African-American,0,0,0
49,2,Female,Caucasian,1,0,1
48,17,Female,Caucasian,0,1,1
24,3,Male,Caucasian,0,1,1
40,2,Female,African-American,0,0,0
34,0,Male,Hispanic,0,0,0
25,7,Male,African-American,1,1,0
26,1,Male,African-American,0,1,1
57,0,Male,Caucasian,0,0,0
36,1,Female,African-American,0,0,0
30,4,Male,African-American,0,1,1
50,2,Male,Caucasian,0,0,0
26,0,Male,Caucasian,1,0,1
26,7,Male,African-American,0,1,1
22,1,Male,Caucasian,1,1,0
23,0,Female,Hispanic,1,0,1
25,2,Male,Hispanic,1,1,0
26,9,Male,African-American,1,1,0
28,1,Male,Hispanic,0,0,0
42,0,Male,African-American,0,1,1
51,0,Male,African-American,0,0,0
26,3,Male,African-American,1,1,0
49,11,Male,African-American,1,0,1
22,0,Male,Caucasian,0,0,0
38,1,Male,Caucasian,1,0,1
66,0,Male,Caucasian,0,0,0
74,0,Female,African-American,0,0,0
42,3,Female,Caucasian,0,1,1
67,0,Male,Caucasian,0,0,0
32,0,Male,Caucasian,0,0,0
50,13,Male,African-American,1,1,0
31,3,Female,African-American,0,1,1
22,0,Female,Caucasian,0,0,0
22,0,Female,African-American,1,0,1
44,0,Male,Other,0,0,0
27,1,Male,African-American,1,1,0
23,0,Female,African-American,1,0,1
20,0,Female,African-American,0,0,0
32,20,Male,Hispanic,0,1,1
39,1,Female,Caucasian,0,0,0
40,0,Male,Caucasian,1,1,0
35,4,Female,Caucasian,0,1,1
21,0,Male,Hispanic,1,0,1
52,2,Male,African-American,1,1,0
45,7,Male,Caucasian,0,0,0
29,0,Male,Caucasian,0,0,0
25,1,Male,African-American,0,0,0
21,1,Female,African-American,1,1,0
30,14,Male,Hispanic,1,0,1
29,1,Male,African-American,0,1,1
25,2,Male,African-American,0,1,1
20,1,Male,African-American,1,1,0
34,1,Male,Caucasian,0,0,0
35,1,Male,Caucasian,0,1,1
44,3,Male,Caucasian,0,0,0
23,1,Female,African-American,0,0,0
71,3,Male,Caucasian,0,0,0
61,13,Male,African-American,1,1,0
23,6,Male,Hispanic,1,1,0
25,0,Male,Caucasian,1,0,1
46,15,Male,Hispanic,0,1,1
47,2,Male,Caucasian,0,1,1
31,7,Male,Caucasian,0,1,1
23,0,Male,Caucasian,0,1,1
23,0,Male,Caucasian,1,0,1
28,3,Male,Other,0,1,1
27,1,Female,Caucasian,1,0,1
39,3,Male,Caucasian,0,0,0
28,9,Male,African-American,0,1,1
32,1,Female,African-American,0,0,0
26,4,Male,African-American,0,0,0
25,2,Male,Caucasian,0,0,0
28,0,Male,African-American,0,0,0
22,13,Male,African-American,1,1,0
45,1,Male,Other,0,0,0
32,0,Male,Caucasian,1,0,1
24,1,Male,Caucasian,1,1,0
21,2,Female,Other,1,1,0
35,1,Male,African-American,0,0,0
21,4,Male,Hispanic,1,1,0
56,0,Male,Caucasian,0,0,0
35,0,Male,African-American,0,0,0
27,5,Male,African-American,1,1,0
42,0,Male,African-American,0,0,0
31,6,Male,African-American,0,0,0
21,0,Male,Caucasian,1,1,0
42,1,Male,Other,0,0,0
34,7,Male,African-American,1,0,1
54,5,Male,Hispanic,0,1,1
28,0,Male,Caucasian,0,0,0
77,1,Male,African-American,1,0,1
21,0,Male,Caucasian,1,1,0
40,3,Male,Caucasian,0,0,0
22,1,Male,Caucasian,0,0,0
40,20,Male,African-American,0,0,0
21,4,Male,African-American,1,1,0
39,0,Male,African-American,1,0,1
30,10,Male,African-American,0,1,1
25,1,Male,African-American,1,0,1
26,1,Female,African-American,0,0,0
48,3,Male,Caucasian,0,0,0
37,5,Female,Caucasian,1,1,0
24,8,Male,Hispanic,0,1,1
44,0,Male,African-American,0,1,1
29,1,Male,African-American,0,0,0
22,1,Male,African-American,1,0,1
31,4,Male,Caucasian,1,1,0
54,2,Male,Caucasian,0,0,0
24,0,Male,Hispanic,1,0,1
28,4,Male,Caucasian,0,1,1
34,16,Male,Caucasian,1,1,0
30,9,Male,African-American,1,1,0
25,1,Male,African-American,1,1,0
36,17,Male,African-American,1,1,0
42,3,Male,Caucasian,0,0,0
25,5,Male,African-American,1,1,0
25,4,Female,African-American,1,1,0
35,1,Male,African-American,0,0,0
47,1,Male,Caucasian,0,0,0
53,4,Male,African-American,0,0,0
67,3,Male,Caucasian,0,0,0
53,26,Male,African-American,1,0,1
25,3,Male,African-American,0,1,1
36,1,Female,African-American,1,0,1
24,1,Male,Caucasian,0,1,1
22,0,Male,African-American,1,1,0
20,0,Male,African-American,1,0,1
31,0,Female,African-American,1,0,1
29,1,Male,Native American,0,0,0
46,1,Female,Caucasian,1,0,1
30,9,Male,African-American,1,1,0
57,27,Male,African-American,0,0,0
41,7,Male,African-American,0,1,1
25,4,Male,African-American,1,1,0
23,0,Male,Other,1,0,1
31,1,Male,African-American,0,0,0
31,5,Male,African-American,0,1,1
20,0,Male,African-American,1,0,1
51,0,Female,Caucasian,0,0,0
25,6,Male,Caucasian,1,1,0
29,17,Male,African-American,1,1,0
35,2,Female,Caucasian,0,0,0
34,0,Male,African-American,1,0,1
22,0,Female,Hispanic,0,0,0
37,0,Male,Caucasian,0,0,0
54,2,Female,Hispanic,0,0,0
72,3,Male,Caucasian,0,0,0
22,0,Male,African-American,1,1,0
30,4,Female,Caucasian,0,1,1
61,25,Male,African-American,0,1,1
24,10,Male,African-American,1,1,0
56,4,Male,Caucasian,0,0,0
30,21,Male,African-American,1,0,1
29,0,Female,African-American,0,0,0
60,13,Male,African-American,0,1,1
31,0,Male,Hispanic,0,0,0
46,5,Male,Caucasian,0,1,1
49,0,Female,Caucasian,0,1,1
39,4,Male,African-American,0,0,0
21,0,Male,African-American,1,1,0
49,8,Male,Caucasian,1,0,1
26,9,Male,African-American,1,1,0
23,5,Male,African-American,1,1,0
66,1,Male,Caucasian,0,1,1
58,1,Male,Hispanic,0,0,0
30,1,Male,African-American,1,0,1
23,1,Female,Caucasian,0,0,0
24,6,Male,African-American,1,1,0
56,9,Male,Other,0,0,0
26,8,Male,Caucasian,0,0,0
42,1,Male,African-American,0,0,0
24,1,Female,Caucasian,0,0,0
26,13,Male,African-American,1,1,0
30,0,Male,Caucasian,0,0,0
24,0,Male,African-American,1,0,1
21,2,Male,Caucasian,0,1,1
42,1,Male,Caucasian,0,1,1
23,0,Male,Caucasian,0,0,0
36,1,Female,African-American,0,0,0
37,2,Male,African-American,1,0,1
51,19,Male,African-American,1,1,0
56,1,Male,Caucasian,0,0,0
26,5,Male,African-American,0,1,1
48,4,Female,Hispanic,1,0,1
37,23,Male,African-American,1,1,0
58,4,Male,Caucasian,1,0,1
57,1,Male,Caucasian,0,0,0
28,4,Male,African-American,1,1,0
27,2,Male,African-American,1,1,0
24,2,Male,African-American,0,0,0
26,2,Male,African-American,0,1,1
33,2,Male,Caucasian,0,0,0
36,5,Male,Caucasian,1,0,1
32,5,Male,Caucasian,1,1,0
54,6,Male,Caucasian,0,0,0
23,3,Female,Caucasian,0,1,1
21,1,Male,African-American,1,1,0
27,3,Female,African-American,1,1,0
36,4,Male,African-American,1,0,1
22,0,Female,African-American,0,0,0
38,0,Female,African-American,0,0,0
27,4,Female,African-American,1,1,0
40,2,Male,African-American,0,0,0
50,5,Male,Caucasian,1,1,0
26,6,Male,African-American,1,1,0
20,0,Male,Caucasian,0,1,1
34,13,Male,Caucasian,1,1,0
42,1,Female,African-American,0,0,0
31,1,Male,African-American,0,0,0
28,2,Male,African-American,0,1,1
27,5,Male,African-American,1,1,0
26,3,Male,Other,0,1,1
49,1,Male,Hispanic,1,0,1
21,0,Male,African-American,1,1,0
26,10,Male,African-American,1,1,0
36,0,Male,Other,0,0,0
21,1,Male,African-American,0,1,1
27,0,Female,Other,0,0,0
36,3,Male,Other,1,0,1
47,1,Male,Caucasian,0,0,0
22,0,Male,African-American,1,1,0
21,1,Male,Hispanic,1,1,0
39,1,Male,Other,1,0,1
33,3,Female,Caucasian,1,1,0
30,0,Male,Hispanic,0,0,0
36,1,Male,Caucasian,1,0,1
23,2,Male,Caucasian,0,0,0
27,2,Male,African-American,1,0,1
42,1,Male,Caucasian,0,0,0
41,9,Male,Caucasian,0,0,0
65,3,Male,Caucasian,0,1,1
52,7,Male,African-American,0,0,0
35,3,Male,Caucasian,1,0,1
22,2,Male,Caucasian,1,1,0
19,0,Male,African-American,1,1,0
30,1,Male,Hispanic,1,0,1
35,4,Male,Caucasian,1,0,1
20,2,Male,African-American,1,1,0
58,0,Male,Hispanic,0,0,0
64,1,Female,Caucasian,0,0,0
58,3,Male,Caucasian,0,0,0
33,11,Male,African-American,1,1,0
33,0,Female,African-American,0,0,0
29,2,Male,Other,1,1,0
27,2,Male,African-American,1,0,1
52,15,Male,African-American,1,0,1
21,1,Female,Caucasian,0,0,0
22,0,Male,Caucasian,0,0,0
22,1,Female,Hispanic,0,0,0
46,5,Male,Caucasian,0,1,1
21,1,Male,African-American,0,1,1
28,2,Male,Caucasian,0,1,1
37,2,Female,Other,0,0,0
32,8,Male,Caucasian,0,0,0
37,0,Female,African-American,0,0,0
46,0,Male,Caucasian,0,0,0
45,8,Male,Hispanic,0,0,0
21,4,Male,African-American,1,1,0
34,5,Male,African-American,1,0,1
29,1,Female,Caucasian,1,0,1
58,4,Female,African-American,1,0,1
29,1,Male,Caucasian,0,0,0
41,2,Female,African-American,0,0,0
37,23,Male,African-American,1,1,0
24,1,Male,African-American,1,1,0
25,21,Male,African-American,1,1,0
43,2,Male,Hispanic,1,0,1
28,1,Female,African-American,0,0,0
36,8,Male,Other,0,1,1
25,2,Male,Caucasian,0,1,1
25,2,Female,Caucasian,1,1,0
26,2,Male,African-American,1,1,0
53,0,Female,Hispanic,0,1,1
34,0,Male,Other,0,0,0
23,5,Female,Caucasian,1,1,0
21,0,Male,Caucasian,0,1,1
23,1,Male,African-American,1,1,0
53,2,Male,Caucasian,0,1,1
29,0,Male,African-American,0,0,0
37,1,Male,Caucasian,1,0,1
28,6,Female,Caucasian,1,1,0
56,2,Male,Caucasian,0,1,1
28,3,Male,African-American,1,1,0
38,1,Male,Hispanic,0,0,0
34,5,Male,Caucasian,0,0,0
38,0,Male,Hispanic,0,0,0
26,7,Male,Caucasian,0,1,1
48,4,Male,African-American,0,1,1
37,4,Male,Hispanic,0,0,0
27,9,Male,African-American,1,1,0
33,1,Male,African-American,0,0,0
21,2,Female,African-American,0,0,0
37,0,Male,Caucasian,0,0,0
26,10,Male,African-American,1,1,0
22,4,Male,African-American,0,1,1
47,1,Male,Hispanic,0,0,0
35,12,Female,African-American,0,1,1
37,6,Female,Caucasian,0,1,1
33,0,Male,Caucasian,0,1,1
47,0,Male,Caucasian,0,0,0
30,0,Female,African-American,0,1,1
36,1,Female,Other,0,0,0
23,8,Male,African-American,1,1,0
24,2,Female,African-American,1,0,1
49,2,Male,African-American,0,0,0
50,26,Male,Caucasian,1,1,0
21,1,Male,Other,0,1,1
41,5,Male,Caucasian,0,1,1
52,1,Male,Caucasian,1,1,0
30,1,Male,Hispanic,1,0,1
23,1,Female,African-American,0,0,0
34,0,Female,Caucasian,1,0,1
40,0,Male,Caucasian,1,0,1
23,5,Male,African-American,1,1,0
21,3,Female,African-American,0,1,1
51,8,Male,African-American,1,0,1
55,0,Male,Caucasian,0,0,0
20,1,Male,African-American,0,1,1
21,1,Male,Hispanic,0,1,1
25,8,Male,African-American,1,1,0
46,0,Male,Caucasian,0,0,0
22,0,Male,African-American,1,1,0
37,1,Male,Caucasian,0,0,0
23,3,Male,Hispanic,1,1,0
63,3,Male,African-American,0,1,1
41,0,Male,Other,0,0,0
32,7,Male,African-American,0,1,1
47,3,Male,Hispanic,1,0,1
20,9,Male,African-American,1,1,0
52,0,Female,Caucasian,0,0,0
29,2,Male,African-American,0,0,0
34,1,Male,Hispanic,0,0,0
33,1,Female,African-American,0,0,0
37,4,Male,Caucasian,1,1,0
41,2,Male,Caucasian,0,0,0
24,0,Female,African-American,0,0,0
21,0,Male,African-American,1,0,1
37,11,Male,Caucasian,1,1,0
59,1,Male,Hispanic,1,0,1
26,0,Male,African-American,0,0,0
27,1,Male,Caucasian,1,0,1
25,6,Male,African-American,1,1,0
26,3,Male,Caucasian,0,1,1
74,0,Male,Caucasian,0,0,0
34,3,Male,African-American,0,0,0
28,1,Male,Caucasian,0,0,0
36,9,Male,Caucasian,1,1,0
72,7,Male,Caucasian,0,0,0
43,0,Male,Caucasian,0,1,1
30,1,Male,Caucasian,1,0,1
38,8,Male,Caucasian,0,0,0
21,3,Male,African-American,1,1,0
38,16,Male,African-American,1,1,0
63,1,Female,African-American,0,0,0
21,0,Male,African-American,0,0,0
22,1,Male,African-American,1,1,0
33,3,Female,African-American,0,0,0
36,1,Male,Hispanic,1,0,1
27,0,Male,African-American,1,0,1
44,0,Female,African-American,0,0,0
20,0,Male,Other,1,0,1
59,3,Male,African-American,0,0,0
22,1,Male,Caucasian,0,0,0
23,0,Male,African-American,0,0,0
58,2,Male,Caucasian,1,0,1
58,1,Male,Caucasian,0,0,0
43,3,Female,African-American,1,0,1
38,8,Female,African-American,1,0,1
36,0,Male,African-American,0,0,0
49,0,Male,Caucasian,0,0,0
28,0,Male,Hispanic,1,0,1
27,3,Male,Caucasian,0,1,1
35,7,Male,Caucasian,1,0,1
24,0,Female,African-American,0,1,1
29,0,Male,African-American,0,1,1
19,0,Male,Other,1,1,0
25,1,Female,African-American,1,0,1
25,1,Male,African-American,0,0,0
53,1,Male,Hispanic,0,0,0
43,2,Male,African-American,0,0,0
31,2,Male,Other,1,1,0
21,0,Male,Caucasian,1,1,0
31,3,Male,Caucasian,1,0,1
29,5,Male,African-American,1,1,0
37,5,Male,Caucasian,0,0,0
26,4,Male,Caucasian,1,0,1
24,0,Male,African-American,1,0,1
47,0,Female,Hispanic,0,0,0
31,11,Male,African-American,1,1,0
28,5,Male,African-American,1,1,0
56,1,Male,African-American,0,0,0
29,7,Male,Caucasian,1,1,0
35,4,Male,Caucasian,0,0,0
22,1,Female,African-American,0,0,0
35,7,Male,African-American,0,0,0
43,8,Male,Caucasian,0,0,0
21,1,Male,Other,0,0,0
48,5,Male,African-American,1,1,0
20,1,Male,African-American,0,1,1
41,4,Male,African-American,0,0,0
51,2,Male,African-American,0,0,0
21,0,Female,African-American,0,0,0
32,6,Male,African-American,0,1,1
44,0,Male,African-American,0,0,0
22,2,Female,Hispanic,1,1,0
25,0,Female,African-American,0,0,0
34,4,Male,African-American,1,0,1
66,5,Male,African-American,1,1,0
36,9,Female,Hispanic,1,1,0
44,2,Male,Hispanic,0,0,0
44,0,Male,African-American,0,0,0
69,1,Male,African-American,1,0,1
21,0,Male,Hispanic,0,1,1
45,3,Male,Caucasian,1,1,0
35,7,Male,African-American,0,0,0
50,0,Male,Caucasian,0,0,0
22,1,Male,African-American,1,1,0
20,0,Male,Caucasian,0,0,0
55,1,Male,African-American,0,0,0
24,0,Male,Caucasian,0,0,0
50,18,Male,African-American,1,1,0
47,0,Male,Caucasian,0,0,0
39,7,Female,African-American,0,0,0
22,0,Female,African-American,1,0,1
23,3,Male,Hispanic,1,1,0
28,3,Male,Caucasian,1,1,0
36,5,Male,African-American,1,0,1
32,6,Female,African-American,1,0,1
31,1,Female,Caucasian,1,1,0
21,0,Male,Other,0,0,0
30,2,Male,Caucasian,0,1,1
26,5,Male,African-American,1,1,0
32,0,Male,African-American,0,1,1
22,1,Male,African-American,1,0,1
29,0,Female,Caucasian,0,0,0
26,9,Male,African-American,1,1,0
28,14,Male,African-American,1,1,0
55,7,Male,Caucasian,0,1,1
27,2,Female,Caucasian,0,0,0
35,6,Male,African-American,1,0,1
27,3,Male,African-American,1,1,0
23,0,Male,African-American,1,0,1
45,5,Female,Caucasian,0,1,1
60,2,Male,African-American,0,0,0
23,2,Male,African-American,0,1,1
31,0,Male,African-American,0,0,0
37,0,Male,African-American,0,0,0
21,0,Male,African-American,0,0,0
20,0,Male,African-American,1,0,1
41,0,Male,Caucasian,0,0,0
29,7,Male,African-American,0,1,1
36,14,Male,African-American,1,0,1
42,0,Male,Caucasian,0,1,1
33,5,Male,Caucasian,1,1,0
27,1,Male,African-American,0,0,0
54,6,Female,African-American,0,0,0
26,6,Male,Caucasian,0,1,1
38,9,Male,African-American,0,1,1
40,7,Female,African-American,0,0,0
29,9,Female,African-American,1,1,0
43,2,Female,African-American,1,0,1
22,0,Male,African-American,0,1,1
26,4,Female,African-American,1,1,0
24,5,Male,African-American,0,1,1
31,1,Male,African-American,0,0,0
21,1,Male,African-American,0,1,1
21,0,Female,African-American,0,0,0
27,18,Male,Caucasian,1,1,0
21,0,Female,African-American,0,0,0
65,1,Male,Caucasian,1,0,1
27,0,Male,Caucasian,1,0,1
41,0,Male,Caucasian,0,0,0
25,0,Male,African-American,0,0,0
33,4,Male,African-American,1,1,0
26,1,Male,Caucasian,0,0,0
47,2,Male,Caucasian,1,0,1
52,9,Male,African-American,1,1,0
52,0,Male,Caucasian,0,0,0
47,22,Male,African-American,1,1,0
20,0,Male,African-American,1,0,1
58,10,Male,Caucasian,0,1,1
29,0,Male,African-American,1,0,1
26,0,Female,African-American,0,0,0
37,14,Male,African-American,0,1,1
31,4,Male,African-American,0,1,1
50,1,Male,Caucasian,1,0,1
24,3,Male,African-American,1,1,0
35,7,Female,African-American,1,0,1
28,1,Male,Caucasian,1,0,1
54,1,Male,African-American,0,0,0
53,9,Male,Hispanic,1,1,0
39,1,Male,Hispanic,0,0,0
28,2,Male,African-American,0,0,0
52,1,Male,Caucasian,0,1,1
27,3,Male,Native American,0,0,0
24,0,Female,Other,0,0,0
21,0,Male,African-American,1,1,0
58,0,Male,Caucasian,0,0,0
37,1,Female,Caucasian,0,0,0
50,9,Male,African-American,0,1,1
46,0,Male,Caucasian,1,0,1
31,8,Male,African-American,1,1,0
44,0,Female,African-American,0,0,0
41,1,Male,Caucasian,0,0,0
50,1,Male,Caucasian,0,0,0
28,0,Male,Caucasian,1,1,0
22,1,Male,African-American,0,1,1
30,18,Male,African-American,1,0,1
28,21,Male,African-American,0,1,1
20,0,Male,African-American,1,1,0
56,0,Male,Other,0,0,0
31,15,Male,African-American,1,1,0
57,3,Male,Caucasian,1,1,0
29,3,Male,African-American,1,1,0
28,4,Male,African-American,0,0,0
21,2,Male,African-American,1,1,0
25,0,Male,Caucasian,0,0,0
37,12,Male,African-American,1,1,0
21,1,Male,African-American,1,0,1
27,0,Male,African-American,1,1,0
31,16,Male,African-American,1,1,0
24,0,Male,Caucasian,0,0,0
55,11,Male,Caucasian,0,1,1
27,0,Female,Caucasian,0,0,0
42,1,Male,African-American,0,0,0
35,2,Male,African-American,0,0,0
52,2,Male,African-American,0,0,0
42,4,Female,Caucasian,1,1,0
38,5,Male,Caucasian,1,0,1
40,15,Male,African-American,0,0,0
46,3,Male,African-American,1,1,0
30,3,Male,African-American,1,1,0
29,3,Male,African-American,1,1,0
51,3,Male,Caucasian,0,1,1
29,5,Male,Caucasian,0,1,1
29,10,Female,Caucasian,1,1,0
25,2,Female,Caucasian,1,0,1
56,6,Male,Other,1,0,1
25,1,Male,African-American,0,0,0
22,0,Male,Hispanic,1,0,1
25,6,Male,Hispanic,1,0,1
43,0,Female,African-American,0,1,1
59,2,Male,African-American,0,0,0
40,0,Male,African-American,0,0,0
22,11,Male,African-American,1,1,0
39,1,Male,Caucasian,0,0,0
22,3,Male,African-American,1,1,0
22,1,Male,Hispanic,1,0,1
27,0,Male,African-American,1,1,0
27,13,Male,Caucasian,1,1,0
23,2,Male,African-American,1,1,0
42,0,Male,Caucasian,0,0,0
21,2,Male,African-American,0,1,1
25,3,Male,African-American,1,1,0
20,6,Male,African-American,1,1,0
26,2,Male,African-American,0,1,1
28,3,Male,African-American,0,1,1
40,0,Male,African-American,0,0,0
24,11,Male,Hispanic,1,1,0
29,6,Male,African-American,0,1,1
61,11,Male,African-American,0,1,1
28,0,Male,African-American,1,0,1
42,0,Female,African-American,0,0,0
27,1,Male,Caucasian,1,0,1
52,3,Male,African-American,1,0,1
52,1,Male,Caucasian,0,1,1
27,6,Male,Hispanic,1,0,1
31,3,Male,Caucasian,1,1,0
46,0,Male,Caucasian,0,0,0
45,12,Male,African-American,1,0,1
34,0,Male,African-American,1,0,1
41,1,Female,Caucasian,0,0,0
